Year;Date Of Incident;Route;Operator;Group Name;Borough;Injury Result Description;Incident Event Type;Victim Category;Victims Sex;Victims Age
2018;01/02/2018;26;C T Plus;CT Plus;City of London;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Unknown;Unknown
2018;01/02/2018;27;London United;London United;Camden;Reported Minor Injury - Treated at Hospital;Personal Injury;Passenger;Female;Elderly
2018;01/02/2018;29;Arriva London North;Arriva London;Camden;Injuries treated on scene;Personal Injury;Passenger;Female;Unknown
2018;01/02/2018;29;Arriva London North;Arriva London;Camden;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;29;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;29;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;30;Tower Transit;Tower Transit;Islington;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;31;Tower Transit;Tower Transit;Hammersmith & Fulham;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;31;Tower Transit;Tower Transit;Kensington & Chelsea;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;32;Metroline;Metroline;Barnet;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;32;Metroline;Metroline;Barnet;Taken to Hospital – Reported Serious Injury or Severity Unknown;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;33;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Personal Injury;Passenger;Female;Elderly
2018;01/02/2018;33;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;34;Metroline;Metroline;Barnet;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;34;Metroline;Metroline;Barnet;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Elderly
2018;01/02/2018;35;London Central;Go-Ahead;Lambeth;Injuries treated on scene;Collision Incident;Member Of Public;Male;Adult
2018;01/02/2018;35;London Central;Go-Ahead;Lambeth;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Female;Unknown
2018;01/02/2018;39;London General;Go-Ahead;Wandsworth;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Child
2018;01/02/2018;41;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;41;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;41;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;41;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Unknown
2018;01/02/2018;41;Arriva London North;Arriva London;Haringey;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;43;Metroline;Metroline;Islington;Injuries treated on scene;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;43;Metroline;Metroline;Islington;Injuries treated on scene;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;43;Metroline;Metroline;Islington;Reported Minor Injury - Treated at Hospital;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;44;London General;Go-Ahead;Westminster;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;45;Abellio London;Abellio;Southwark;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2018;01/02/2018;46;Metroline;Metroline;Camden;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Child
2018;01/02/2018;47;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;Pedestrian;Male;Unknown
2018;01/02/2018;48;Arriva London North;Arriva London;City of London;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;50;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2018;01/02/2018;50;Arriva London South;Arriva London;Croydon;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Male;Adult
2018;01/02/2018;51;Selkent;Stagecoach;Bexley;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;51;Selkent;Stagecoach;Not specified;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;52;Metroline;Metroline;Brent;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;53;Selkent;Stagecoach;Greenwich;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Unknown
2018;01/02/2018;53;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Personal Injury;Passenger;Male;Unknown
2018;01/02/2018;53;Selkent;Stagecoach;Lewisham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Female;Adult
2018;01/02/2018;53;Selkent;Stagecoach;Southwark;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;53;Selkent;Stagecoach;Southwark;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Cyclist;Female;Adult
2018;01/02/2018;55;Selkent;Stagecoach;Hackney;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;57;London General;Go-Ahead;Merton;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;58;Tower Transit;Tower Transit;Newham;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;58;Tower Transit;Tower Transit;Waltham Forest;Injuries treated on scene;Personal Injury;Passenger;Female;Unknown
2018;01/02/2018;58;Tower Transit;Tower Transit;Waltham Forest;Injuries treated on scene;Personal Injury;Passenger;Female;Unknown
2018;01/02/2018;59;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Personal Injury;Passenger;Female;Unknown
2018;01/02/2018;59;Arriva London South;Arriva London;Not specified;Injuries treated on scene;Personal Injury;Passenger;Male;Unknown
2018;01/02/2018;59;Arriva London South;Arriva London;Not specified;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;60;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Personal Injury;Passenger;Male;Unknown
2018;01/02/2018;60;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Child
2018;01/02/2018;60;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;61;Selkent;Stagecoach;Bromley;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;61;Selkent;Stagecoach;Bromley;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Child
2018;01/02/2018;63;London Central;Go-Ahead;Southwark;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;63;London Central;Go-Ahead;Southwark;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;65;London United;London United;Hounslow;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;65;London United;London United;Hounslow;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;65;London United;London United;Hounslow;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;65;London United;London United;Richmond Upon Thames;Reported Minor Injury - Treated at Hospital;Activity Incident Event;Passenger;Male;Elderly
2018;01/02/2018;66;Arriva London North;Arriva London;Havering;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Male;Unknown
2018;01/02/2018;66;Arriva London North;Arriva London;Not specified;Injuries treated on scene;Collision Incident;Passenger;Unknown;Unknown
2018;01/02/2018;66;Arriva London North;Arriva London;Not specified;Reported Minor Injury - Treated at Hospital;Collision Incident;3rd Party driver / Occupant;Male;Adult
2018;01/02/2018;67;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Collision Incident;Pedestrian;Male;Unknown
2018;01/02/2018;67;Arriva London North;Arriva London;Haringey;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;68;London Central;Go-Ahead;Southwark;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;68;London Central;Go-Ahead;Southwark;Injuries treated on scene;Slip Trip Fall;Pedestrian;Female;Child
2018;01/02/2018;69;Tower Transit;Tower Transit;Newham;Injuries treated on scene;Personal Injury;Passenger;Female;Unknown
2018;01/02/2018;71;London United;London United;Kingston upon Thames;Injuries treated on scene;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;71;London United;London United;Kingston upon Thames;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;72;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;72;London United;London United;Hammersmith & Fulham;Reported Minor Injury - Treated at Hospital;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;73;Arriva London North;Arriva London;Camden;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;73;Arriva London North;Arriva London;Islington;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;74;London General;Go-Ahead;Hammersmith & Fulham;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;74;London General;Go-Ahead;Kensington & Chelsea;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Child
2018;01/02/2018;74;London General;Go-Ahead;Wandsworth;Reported Minor Injury - Treated at Hospital;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;74;London General;Go-Ahead;Westminster;Injuries treated on scene;Personal Injury;Pedestrian;Female;Adult
2018;01/02/2018;74;London General;Go-Ahead;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;75;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2018;01/02/2018;75;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2018;01/02/2018;75;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;Passenger;Female;Unknown
2018;01/02/2018;75;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;Passenger;Male;Unknown
2018;01/02/2018;76;London General;Go-Ahead;Haringey;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;76;London General;Go-Ahead;Westminster;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;78;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Collision Incident;Pedestrian;Male;Unknown
2018;01/02/2018;78;Arriva London North;Arriva London;Not specified;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;80;London General;Go-Ahead;None London Borough;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;81;London United;London United;None London Borough;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Adult
2018;01/02/2018;85;London United;London United;Kingston upon Thames;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;86;East London;Stagecoach;Havering;Injuries treated on scene;Personal Injury;Passenger;Female;Unknown
2018;01/02/2018;86;East London;Stagecoach;Newham;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;86;East London;Stagecoach;Redbridge;Injuries treated on scene;Personal Injury;Passenger;Male;Unknown
2018;01/02/2018;87;London General;Go-Ahead;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;88;London General;Go-Ahead;Lambeth;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;88;London General;Go-Ahead;Lambeth;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Youth
2018;01/02/2018;91;Metroline;Metroline;Westminster;Injuries treated on scene;Personal Injury;Passenger;Male;Child
2018;01/02/2018;91;Metroline;Metroline;Westminster;Injuries treated on scene;Personal Injury;Passenger;Male;Child
2018;01/02/2018;91;Metroline;Metroline;Westminster;Reported Minor Injury - Treated at Hospital;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;92;Metroline West;Metroline;Ealing;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;93;London General;Go-Ahead;None London Borough;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Male;Unknown
2018;01/02/2018;94;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;96;Selkent;Stagecoach;Bexley;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;96;Selkent;Stagecoach;Bexley;Injuries treated on scene;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;96;Selkent;Stagecoach;Bexley;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Personal Injury;Passenger;Male;Unknown
2018;01/02/2018;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Child
2018;01/02/2018;98;Metroline;Metroline;Brent;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;98;Metroline;Metroline;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;98;Metroline;Metroline;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;98;Metroline;Metroline;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;99;Arriva London North;Arriva London;Bexley;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;102;Arriva London North;Arriva London;Barnet;Injuries treated on scene;Collision Incident;Pedestrian;Male;Child
2018;01/02/2018;102;Arriva London North;Arriva London;Barnet;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;103;Arriva London North;Arriva London;Havering;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;106;Arriva London North;Arriva London;Tower Hamlets;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Elderly
2018;01/02/2018;107;Metroline;Metroline;Barnet;Injuries treated on scene;Personal Injury;Passenger;Female;Unknown
2018;01/02/2018;111;London United;London United;Hounslow;Injuries treated on scene;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;111;London United;London United;Hounslow;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;111;London United;London United;Hounslow;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;113;Metroline;Metroline;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Youth
2018;01/02/2018;118;London General;Go-Ahead;Lambeth;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;119;Metrobus;Go-Ahead;Croydon;Injuries treated on scene;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;120;Metroline;Metroline;Hounslow;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;121;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Collision Incident;3rd Party driver / Occupant;Male;Adult
2018;01/02/2018;121;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;121;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Child
2018;01/02/2018;122;Selkent;Stagecoach;Greenwich;Injuries treated on scene;Collision Incident;Passenger;Unknown;Child
2018;01/02/2018;122;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;123;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Unknown
2018;01/02/2018;123;Arriva London North;Arriva London;Waltham Forest;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2018;01/02/2018;125;Metroline;Metroline;Enfield;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;133;Arriva London South;Arriva London;City of London;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;133;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;133;Arriva London South;Arriva London;Southwark;Injuries treated on scene;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;133;Arriva London South;Arriva London;Southwark;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;136;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Child
2018;01/02/2018;137;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;137;Arriva London South;Arriva London;Not specified;Injuries treated on scene;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;137;Arriva London South;Arriva London;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;137;Arriva London South;Arriva London;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Child
2018;01/02/2018;139;London Sovereign;London United;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;140;Metroline;Metroline;Harrow;Injuries treated on scene;Personal Injury;Passenger;Male;Unknown
2018;01/02/2018;140;Metroline;Metroline;Harrow;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;140;Metroline;Metroline;Harrow;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;140;Metroline;Metroline;Hillingdon;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;141;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;141;Arriva London North;Arriva London;Islington;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Child
2018;01/02/2018;142;London Sovereign;London United;Barnet;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;143;Metroline;Metroline;Haringey;Injuries treated on scene;Personal Injury;Passenger;Male;Child
2018;01/02/2018;144;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;144;Arriva London North;Arriva London;Enfield;Reported Minor Injury - Treated at Hospital;Personal Injury;Passenger;Male;Adult
2018;01/02/2018;144;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Elderly
2018;01/02/2018;147;Blue Triangle Buses;Go-Ahead;Redbridge;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;148;London United;London United;Southwark;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;148;London United;London United;Southwark;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;148;London United;London United;Westminster;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;149;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Unknown
2018;01/02/2018;151;London General;Go-Ahead;None London Borough;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;157;Arriva London South;Arriva London;Bromley;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Unknown
2018;01/02/2018;157;Arriva London South;Arriva London;Merton;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Child
2018;01/02/2018;157;Arriva London South;Arriva London;Sutton;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Male;Elderly
2018;01/02/2018;158;East London;Stagecoach;Newham;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;159;Abellio London;Abellio;Lambeth;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;160;Arriva London North;Arriva London;Bexley;Taken to Hospital – Reported Serious Injury or Severity Unknown;Personal Injury;Passenger;Male;Elderly
2018;01/02/2018;164;London General;Go-Ahead;Merton;Injuries treated on scene;Collision Incident;Pedestrian;Male;Elderly
2018;01/02/2018;165;East London;Stagecoach;Havering;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;166;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;166;Arriva London South;Arriva London;None London Borough;Injuries treated on scene;Collision Incident;Bus Driver;Male;Adult
2018;01/02/2018;168;Metroline;Metroline;Camden;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;168;Metroline;Metroline;Camden;Injuries treated on scene;Personal Injury;Passenger;Male;Youth
2018;01/02/2018;172;Abellio London;Abellio;City of London;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Female;Adult
2018;01/02/2018;172;Abellio London;Abellio;Lewisham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Personal Injury;Pedestrian;Female;Child
2018;01/02/2018;174;East London;Stagecoach;Barking & Dagenham;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;174;East London;Stagecoach;Havering;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Unknown
2018;01/02/2018;175;Arriva London North;Arriva London;Havering;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Child
2018;01/02/2018;176;London Central;Go-Ahead;Southwark;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;177;Selkent;Stagecoach;Bexley;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;177;Selkent;Stagecoach;Greenwich;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;177;Selkent;Stagecoach;Greenwich;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Child
2018;01/02/2018;177;Selkent;Stagecoach;Greenwich;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Child
2018;01/02/2018;177;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;181;Metrobus;Go-Ahead;Lewisham;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2018;01/02/2018;181;Metrobus;Go-Ahead;Lewisham;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;182;Metroline;Metroline;Brent;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;182;Metroline;Metroline;Brent;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;185;London Central;Go-Ahead;Lewisham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;186;Metroline;Metroline;Barnet;Injuries treated on scene;Personal Injury;Passenger;Female;Unknown
2018;01/02/2018;188;London Central;Go-Ahead;Southwark;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Male;Adult
2018;01/02/2018;189;Metroline;Metroline;Barnet;Injuries treated on scene;Personal Injury;Passenger;Unknown;Unknown
2018;01/02/2018;189;Metroline;Metroline;Brent;Injuries treated on scene;Personal Injury;Bus Driver;Male;Adult
2018;01/02/2018;189;Metroline;Metroline;Westminster;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;191;London General;Go-Ahead;Enfield;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;193;Blue Triangle Buses;Go-Ahead;Havering;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;194;Arriva London South;Arriva London;Not specified;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;195;Abellio London;Abellio;Ealing;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Unknown
2018;01/02/2018;196;London General;Go-Ahead;Lambeth;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;197;Arriva London South;Arriva London;Southwark;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;198;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Personal Injury;Passenger;Male;Child
2018;01/02/2018;200;London General;Go-Ahead;Merton;Taken to Hospital – Reported Serious Injury or Severity Unknown;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;201;Abellio London;Abellio;Lambeth;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Adult
2018;01/02/2018;201;Abellio London;Abellio;Merton;Reported Minor Injury - Treated at Hospital;Collision Incident;Passenger;Female;Adult
2018;01/02/2018;202;Metrobus;Go-Ahead;Lewisham;Injuries treated on scene;Personal Injury;Passenger;Female;Child
2018;01/02/2018;203;London United;London United;Hounslow;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Adult
2018;01/02/2018;203;London United;London United;Hounslow;Injuries treated on scene;Slip Trip Fall;Passenger;Unknown;Child
2018;01/02/2018;204;Metroline;Metroline;Barnet;Injuries treated on scene;Personal Injury;Passenger;Male;Unknown
2018;01/02/2018;205;East London;Stagecoach;Hackney;Injuries treated on scene;Slip Trip Fall;Passenger;Male;Unknown
2018;01/02/2018;205;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Slip Trip Fall;Passenger;Female;Elderly
2018;01/02/2018;205;East London;Stagecoach;Westminster;Injuries treated on scene;Collision Incident;Pedestrian;Female;Adult
2018;01/02/2018;207;Metroline West;Metroline;Ealing;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;207;Metroline West;Metroline;Hammersmith & Fulham;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;207;Metroline West;Metroline;Hillingdon;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;208;Selkent;Stagecoach;Bromley;Injuries treated on scene;Personal Injury;Passenger;Female;Elderly
2018;01/02/2018;210;Metroline;Metroline;Barnet;Injuries treated on scene;Collision Incident;Cyclist;Male;Adult
2018;01/02/2018;210;Metroline;Metroline;Barnet;Injuries treated on scene;Personal Injury;Passenger;Female;Adult
2018;01/02/2018;213;London General;Go-Ahead;Kingston upon Thames;Reported Minor Injury - Treated at Hospital;Slip Trip Fall;Passenger;Male;Elderly
